0.05, 4.45, 347
0.04, 4.42, 348
0.04, 4.38, 349
0.03, 4.35, 350
0.02, 4.31, 351
0.02, 4.28, 352
0.01, 4.24, 353
0.01, 4.21, 354
0.01, 4.17, 355
0.00, 4.14, 356
0.00, 4.10, 357
0.00, 4.07, 358
0.00, 4.03, 359
0.00, 4.00, 360
0.00, 3.97, 361
0.00, 3.93, 362
0.00, 3.90, 363
0.00, 3.86, 364
0.01, 3.83, 365
0.01, 3.79, 366
0.01, 3.76, 367
0.02, 3.72, 368
0.02, 3.69, 369
0.03, 3.65, 370
0.04, 3.62, 371
0.04, 3.58, 372
0.05, 3.55, 373
0.06, 3.52, 374
0.07, 3.48, 375
0.08, 3.45, 376
0.09, 3.42, 377
0.10, 3.38, 378
0.11, 3.35, 379
0.12, 3.32, 380
0.13, 3.28, 381
0.15, 3.25, 382
0.16, 3.22, 383
0.17, 3.19, 384
0.19, 3.15, 385
0.20, 3.12, 386
0.22, 3.09, 387
0.23, 3.06, 388
0.25, 3.03, 389
0.27, 3.00, 390
0.29, 2.97, 391
0.30, 2.94, 392
0.32, 2.91, 393
0.34, 2.88, 394
0.36, 2.85, 395
0.38, 2.82, 396
0.40, 2.80, 397
0.42, 2.77, 398
0.45, 2.74, 399
0.47, 2.71, 400
0.49, 2.69, 401
0.51, 2.66, 402
0.54, 2.64, 403
0.56, 2.61, 404
0.59, 2.59, 405
0.61, 2.56, 406
0.64, 2.54, 407
0.66, 2.51, 408
0.69, 2.49, 409
0.71, 2.47, 410
0.74, 2.45, 411
0.77, 2.42, 412
0.80, 2.40, 413
0.82, 2.38, 414
0.85, 2.36, 415
0.88, 2.34, 416
0.91, 2.32, 417
0.94, 2.30, 418
0.97, 2.29, 419
1.00, 2.27, 420
1.03, 2.25, 421
1.06, 2.23, 422
1.09, 2.22, 423
1.12, 2.20, 424
1.15, 2.19, 425
1.19, 2.17, 426
1.22, 2.16, 427
1.25, 2.15, 428
1.28, 2.13, 429
1.32, 2.12, 430
1.35, 2.11, 431
1.38, 2.10, 432
1.42, 2.09, 433
1.45, 2.08, 434
1.48, 2.07, 435
1.52, 2.06, 436
1.55, 2.05, 437
1.58, 2.04, 438
1.62, 2.04, 439
1.65, 2.03, 440
1.69, 2.02, 441
1.72, 2.02, 442
1.76, 2.01, 443
1.79, 2.01, 444
1.83, 2.01, 445
1.86, 2.00, 446
1.90, 2.00, 447
1.93, 2.00, 448
1.97, 2.00, 449
2.00, 2.00, 450
2.03, 2.00, 451
2.07, 2.00, 452
2.10, 2.00, 453
2.14, 2.00, 454
2.17, 2.01, 455
2.21, 2.01, 456
2.24, 2.01, 457
2.28, 2.02, 458
2.31, 2.02, 459
2.35, 2.03, 460
2.38, 2.04, 461
2.42, 2.04, 462
2.45, 2.05, 463
2.48, 2.06, 464
2.52, 2.07, 465
2.55, 2.08, 466
2.58, 2.09, 467
2.62, 2.10, 468
2.65, 2.11, 469
2.68, 2.12, 470
2.72, 2.13, 471
2.75, 2.15, 472
2.78, 2.16, 473
2.81, 2.17, 474
2.85, 2.19, 475
2.88, 2.20, 476
2.91, 2.22, 477
2.94, 2.23, 478
2.97, 2.25, 479
3.00, 2.27, 480
3.03, 2.29, 481
3.06, 2.30, 482
3.09, 2.32, 483
3.12, 2.34, 484
3.15, 2.36, 485
3.18, 2.38, 486
3.20, 2.40, 487
3.23, 2.42, 488
3.26, 2.45, 489
3.29, 2.47, 490
3.31, 2.49, 491
3.34, 2.51, 492
3.36, 2.54, 493
3.39, 2.56, 494
3.41, 2.59, 495
3.44, 2.61, 496
3.46, 2.64, 497
3.49, 2.66, 498
3.51, 2.69, 499
3.53, 2.71, 500
3.55, 2.74, 501
3.58, 2.77, 502
3.60, 2.80, 503
3.62, 2.82, 504
3.64, 2.85, 505
3.66, 2.88, 506
3.68, 2.91, 507
3.70, 2.94, 508
3.71, 2.97, 509
3.73, 3.00, 510
3.75, 3.03, 511
3.77, 3.06, 512
3.78, 3.09, 513
3.80, 3.12, 514
3.81, 3.15, 515
3.83, 3.19, 516
3.84, 3.22, 517
3.85, 3.25, 518
3.87, 3.28, 519
3.88, 3.32, 520
3.89, 3.35, 521
3.90, 3.38, 522
3.91, 3.42, 523
3.92, 3.45, 524
3.93, 3.48, 525
3.94, 3.52, 526
3.95, 3.55, 527
3.96, 3.58, 528
3.96, 3.62, 529
3.97, 3.65, 530
3.98, 3.69, 531
3.98, 3.72, 532
3.99, 3.76, 533
3.99, 3.79, 534
3.99, 3.83, 535
4.00, 3.86, 536
4.00, 3.90, 537
4.00, 3.93, 538
4.00, 3.97, 539



